FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
THEO,ALGARIN,M,2012-10-03,2016-01-07,Senior Analyst,25.0,Finance,22,8,5.0,0,56926,3,Wednesday,10,2012
ANTONIA,ANAND,F,2013-02-14,2016-01-07,Analyst,21.0,Web,25,5,2.0,0,40684,14,Thursday,2,2013
BASIL,AIKIN,M,2012-09-25,2016-01-07,Senior Manager,35.0,Marketing,28,2,2.0,8,170971,25,Tuesday,9,2012
IVY,ANNETT,F,2013-02-14,2016-01-07,Analyst,23.0,Management,23,7,2.0,0,48511,14,Thursday,2,2013
ELIA,ARENDT,F,2014-08-24,2016-01-07,Analyst,21.0,Web,29,1,2.0,0,40271,24,Sunday,8,2014
MICHALE,ALLGIRE,M,2013-11-28,2016-01-07,Analyst,24.0,Web,25,5,4.0,1,42805,28,Thursday,11,2013
DEANDRE,ALCOCER,M,2014-09-02,2016-01-07,Analyst,22.0,Marketing,15,15,5.0,0,48030,2,Tuesday,9,2014
LESLIE,ALUISE,F,2013-06-09,2016-01-07,Analyst,23.0,IT,27,3,2.0,0,48730,9,Sunday,6,2013
COREY,ABRAMS,M,2013-07-19,2016-01-07,Analyst,22.0,Finance,15,15,5.0,0,44638,19,Friday,7,2013
GRACIELA,ANGIOLELLI,F,2013-12-10,2016-01-07,Analyst,25.0,Web,18,12,2.0,2,43592,10,Tuesday,12,2013
RETA,ARMADA,F,2014-11-10,2016-01-07,Senior Analyst,25.0,Finance,28,2,4.0,0,52704,10,Monday,11,2014
JULES,ALCALA,M,2012-04-12,2016-01-07,Senior Analyst,26.0,IT,18,12,5.0,0,62533,12,Thursday,4,2012
GUILLERMINA,ARGETSINGER,F,2014-05-02,2016-01-07,Analyst,22.0,IT,26,4,5.0,0,41144,2,Friday,5,2014
RAFAELA,ARING,F,2014-05-15,2016-01-07,Analyst,21.0,Finance,26,4,5.0,0,48025,15,Thursday,5,2014
ALLIE,ANTIONE,F,2013-09-30,2016-01-07,Analyst,21.0,Marketing,23,7,2.0,0,45621,30,Monday,9,2013
NEVA,ANTILL,F,2013-03-31,2016-01-07,Analyst,25.0,Management,25,5,5.0,1,43453,31,Sunday,3,2013
PILAR,ARMANT,F,2014-09-18,2016-01-07,Analyst,24.0,Finance,27,3,5.0,2,48042,18,Thursday,9,2014
ELINOR,ANTONOPOULOS,F,2013-10-30,2016-01-07,Director,40.0,Marketing,25,5,4.0,15,225412,30,Wednesday,10,2013
LOURDES,ANDRUSS,F,2014-12-08,2016-01-07,Associate,31.0,Finance,23,7,3.0,6,88029,8,Monday,12,2014
LEA,ANINGALAN,F,2014-05-20,2016-01-07,Analyst,25.0,IT,17,13,4.0,2,49968,20,Tuesday,5,2014
ZOILA,ARMACOST,F,2012-11-25,2016-01-07,Senior Analyst,25.0,Web,23,7,5.0,0,62791,25,Sunday,11,2012
GUS,AHOLT,M,2015-01-02,2016-01-07,Analyst,23.0,IT,15,15,5.0,1,40403,2,Friday,1,2015
ARACELI,APPELT,F,2014-11-08,2016-01-07,Senior Analyst,28.0,Marketing,30,0,3.0,5,66747,8,Saturday,11,2014
RAMONA,AMERICA,F,2014-11-04,2016-01-07,Analyst,21.0,Management,22,8,3.0,0,41962,4,Tuesday,11,2014
WILDA,AQUERO,F,2014-06-04,2016-01-07,Analyst,21.0,Management,16,14,4.0,0,48240,4,Wednesday,6,2014
TRENTON,AKBARI,M,2013-03-20,2016-01-07,Analyst,24.0,Marketing,29,1,2.0,0,45631,20,Wednesday,3,2013
MIA,ANTEBY,F,2013-09-28,2016-01-07,Associate,28.0,Web,17,13,2.0,1,94962,28,Saturday,9,2013
JADE,ARCEGA,F,2014-09-03,2016-01-07,Analyst,22.0,Operations,30,0,2.0,0,45371,3,Wednesday,9,2014
GIL,ALCALDE,M,2015-01-03,2016-01-07,Analyst,23.0,Marketing,22,8,3.0,1,41888,3,Saturday,1,2015
ZANE,ALBANEZ,M,2014-05-12,2016-01-07,Analyst,21.0,Marketing,29,1,2.0,0,42822,12,Monday,5,2014
MARIANNE,AMOUS,F,2014-01-16,2016-01-07,Analyst,24.0,Operations,23,7,5.0,1,43900,16,Thursday,1,2014
TRACEY,AMEL,F,2014-08-08,2016-01-07,Analyst,24.0,IT,19,11,3.0,2,47588,8,Friday,8,2014
DIONNE,ARAIZA,F,2014-12-29,2016-01-07,Analyst,23.0,Management,17,13,3.0,1,43818,29,Monday,12,2014
LOUIS,ABDELHAMID,M,2014-06-21,2016-01-07,Associate,30.0,Web,15,15,2.0,5,75507,21,Saturday,6,2014
ROSETTA,ANGEL,F,2014-01-24,2016-01-07,Analyst,24.0,Operations,18,12,3.0,1,49822,24,Friday,1,2014
LUCIANO,ALBEA,M,2014-12-04,2016-01-07,Senior Analyst,26.0,Operations,26,4,5.0,0,64540,4,Thursday,12,2014
INA,ANDUEZA,F,2013-03-20,2016-01-07,Analyst,24.0,Marketing,24,6,4.0,0,41720,20,Wednesday,3,2013
WILLIAM,ARGENTO,F,2013-01-20,2016-01-07,Analyst,22.0,IT,29,1,5.0,0,40900,20,Sunday,1,2013
DANTE,AIOLA,M,2013-01-16,2016-01-07,Senior Analyst,26.0,Management,25,5,4.0,1,66540,16,Wednesday,1,2013
MATTIE,AMBOREE,F,2013-01-13,2016-01-07,Analyst,23.0,IT,16,14,4.0,0,41394,13,Sunday,1,2013
OLGA,AMEEN,F,2014-08-18,2016-01-07,Analyst,24.0,Finance,28,2,3.0,2,44946,18,Monday,8,2014
LILLY,ANSON,F,2013-04-21,2016-01-07,Analyst,24.0,IT,17,13,4.0,0,49624,21,Sunday,4,2013
NEWTON,ALES,M,2014-01-17,2016-01-07,Analyst,23.0,IT,24,6,2.0,0,47590,17,Friday,1,2014
CATHERINE,ALPIZAR,F,2014-01-05,2016-01-07,Analyst,23.0,Web,20,10,3.0,0,49296,5,Sunday,1,2014
BERTHA,ALVARENGA,F,2013-01-30,2016-01-07,Analyst,25.0,IT,18,12,5.0,1,45729,30,Wednesday,1,2013
DEENA,APPLEN,F,2013-04-15,2016-01-07,Senior Analyst,28.0,Web,24,6,2.0,2,51184,15,Monday,4,2013
GRAIG,ALMADA,M,2012-01-29,2016-01-07,Senior Analyst,26.0,Web,26,4,4.0,1,53602,29,Sunday,1,2012
WHITNEY,ALICE,M,2014-01-05,2016-01-07,Analyst,22.0,Operations,29,1,4.0,0,40312,5,Sunday,1,2014
CHRISTAL,ARMANDO,F,2014-01-13,2016-01-07,Analyst,23.0,Management,20,10,4.0,0,46325,13,Monday,1,2014
PHIL,AEILLO,M,2014-01-05,2016-01-07,Analyst,21.0,Finance,27,3,2.0,0,41930,5,Sunday,1,2014
KENNITH,ALARID,M,2013-08-18,2016-01-07,Analyst,24.0,Operations,18,12,4.0,1,42289,18,Sunday,8,2013
JOHNNY,ABEB,M,2014-11-26,2016-01-07,Analyst,24.0,IT,15,15,5.0,2,45748,26,Wednesday,11,2014
EDDIE,ABILAY,M,2014-04-24,2016-01-07,Analyst,23.0,Finance,28,2,2.0,0,41273,24,Thursday,4,2014
JERE,ALMEIDA,M,2014-07-28,2016-01-07,Analyst,22.0,Operations,18,12,5.0,0,44391,28,Monday,7,2014
CLARISSA,ANTEE,F,2014-06-02,2016-01-07,Analyst,25.0,Operations,27,3,4.0,2,47051,2,Monday,6,2014
PETRA,ANGILLETTA,F,2011-04-28,2016-01-07,Senior Manager,35.0,IT,18,12,2.0,9,176567,28,Thursday,4,2011
EVANGELINA,AQUINO,F,2012-05-15,2016-01-07,Manager,35.0,Marketing,15,15,2.0,9,123504,15,Tuesday,5,2012
KATRINA,AMERIO,F,2014-10-30,2016-01-07,Analyst,22.0,IT,27,3,2.0,0,48789,30,Thursday,10,2014
CHLOE,ARGUILEZ,F,2013-04-19,2016-01-07,Analyst,21.0,Marketing,20,10,2.0,0,42760,19,Friday,4,2013
KASEY,ALLSBROOKS,M,2013-08-14,2016-01-07,Analyst,24.0,Finance,22,8,3.0,1,48451,14,Wednesday,8,2013
VALERIA,APO,F,2013-03-09,2016-01-07,Analyst,25.0,Web,23,7,4.0,1,49310,9,Saturday,3,2013
RUBY,ALTERI,F,2011-01-21,2016-01-07,Senior Manager,37.0,Management,26,4,4.0,9,190414,21,Friday,1,2011
DORETHA,ARCHAMBEAU,F,2013-10-05,2016-01-07,Analyst,23.0,IT,20,10,4.0,0,42538,5,Saturday,10,2013
JOSEF,ALBRACHT,M,2014-08-24,2016-01-07,Analyst,24.0,Finance,22,8,3.0,2,49469,24,Sunday,8,2014
REBECA,ARDNER,F,2014-04-23,2016-01-07,Analyst,23.0,IT,18,12,4.0,0,41457,23,Wednesday,4,2014
WILFORD,AKSAMIT,M,2013-11-09,2016-01-07,Analyst,23.0,Finance,29,1,3.0,0,47534,9,Saturday,11,2013
SHAD,ALLMON,M,2013-03-12,2016-01-07,Analyst,21.0,Operations,29,1,3.0,0,47658,12,Tuesday,3,2013
MARK,AANERUD,M,2010-11-03,2016-01-07,Manager,34.0,Web,19,11,5.0,6,139615,3,Wednesday,11,2010
LAWERENCE,ALIFF,M,2014-12-16,2016-01-07,Analyst,22.0,Web,25,5,3.0,0,44103,16,Tuesday,12,2014
MICAH,AGNE,M,2014-11-15,2016-01-07,Analyst,22.0,Finance,30,0,3.0,0,41694,15,Saturday,11,2014
KATHI,ARCHULETTA,F,2014-07-09,2016-01-07,Analyst,21.0,Marketing,29,1,4.0,0,45185,9,Wednesday,7,2014
MERRY,ARICO,F,2014-01-09,2016-01-07,Analyst,24.0,Management,19,11,5.0,1,44938,9,Thursday,1,2014
MIQUEL,ALIRE,M,2013-03-10,2016-01-07,Analyst,25.0,Marketing,16,14,3.0,1,41546,10,Sunday,3,2013
KRISTIE,ANDRAE,F,2011-01-23,2016-01-07,Associate,29.0,Operations,19,11,3.0,3,86548,23,Sunday,1,2011
HARRISON,AGUILA,M,2013-01-20,2016-01-07,Analyst,23.0,IT,29,1,3.0,0,42056,20,Sunday,1,2013
ELIDA,AREBALO,F,2013-09-01,2016-01-07,Analyst,25.0,Marketing,17,13,3.0,2,49190,1,Sunday,9,2013
JASON,AASBY,M,2013-02-15,2016-01-07,Analyst,21.0,Management,19,11,3.0,0,45716,15,Friday,2,2013
JOHANNA,ANDINO,F,2011-02-26,2016-01-07,Associate,30.0,Finance,29,1,3.0,2,77015,26,Saturday,2,2011
HAL,AHERN,M,2014-01-02,2016-01-07,Analyst,24.0,Operations,30,0,3.0,1,42527,2,Thursday,1,2014
JACQULINE,ARDMAN,F,2010-11-14,2016-01-07,Director,41.0,IT,24,6,3.0,12,355337,14,Sunday,11,2010
GERMAN,AKINS,M,2012-07-31,2016-01-07,Senior Manager,35.0,Web,25,5,2.0,8,170611,31,Tuesday,7,2012
RICHARD,AALBERS,M,2013-11-06,2016-01-07,Analyst,25.0,Management,21,9,2.0,2,47893,6,Wednesday,11,2013
DEANNE,APEL,F,2013-09-01,2016-01-07,Analyst,25.0,Operations,28,2,5.0,2,46808,1,Sunday,9,2013
JULIA,ALTER,F,2014-06-11,2016-01-07,Analyst,23.0,IT,28,2,5.0,0,45815,11,Wednesday,6,2014
LEONARDO,AGRIESTI,M,2012-12-14,2016-01-07,Manager,35.0,Web,29,1,3.0,11,103289,14,Friday,12,2012
GASTON,ALLGEIER,M,2013-10-22,2016-01-07,Analyst,25.0,Operations,30,0,3.0,2,44025,22,Tuesday,10,2013
GAYLE,AMORY,F,2013-02-06,2016-01-07,Analyst,22.0,Marketing,18,12,4.0,0,44005,6,Wednesday,2,2013
CELINA,ARCAUTE,F,2010-06-02,2016-01-07,Manager,33.0,Finance,24,6,2.0,4,119570,2,Wednesday,6,2010
EFFIE,ANDREWS,F,2012-08-17,2016-01-07,Associate,32.0,IT,23,7,2.0,5,92350,17,Friday,8,2012
JOAN,AKIYAMA,M,2013-08-20,2016-01-07,Analyst,24.0,Finance,26,4,2.0,1,46791,20,Tuesday,8,2013
LACY,ARABIAN,F,2013-04-28,2016-01-07,Analyst,21.0,IT,19,11,2.0,0,48223,28,Sunday,4,2013
LAVERNE,ALAMILLA,M,2013-06-11,2016-01-07,Analyst,25.0,Finance,16,14,2.0,1,40149,11,Tuesday,6,2013
CORY,ACCOLA,M,2014-06-11,2016-01-07,Analyst,22.0,Operations,16,14,2.0,0,47674,11,Wednesday,6,2014
FLORINE,ARAU,F,2014-12-12,2016-01-07,Analyst,21.0,Web,26,4,3.0,0,48939,12,Friday,12,2014
DEANN,ARBON,F,2013-05-06,2016-01-07,Analyst,22.0,Finance,29,1,3.0,0,44100,6,Monday,5,2013
NELDA,ANSLOW,F,2012-09-04,2016-01-07,Senior Analyst,26.0,Web,21,9,2.0,2,58051,4,Tuesday,9,2012
TARYN,ARENDSEE,F,2013-05-28,2016-01-07,Analyst,24.0,Web,24,6,5.0,0,47877,28,Tuesday,5,2013
EDWARD,AARON,M,2014-01-13,2016-01-07,Analyst,22.0,Marketing,22,8,3.0,0,46157,13,Monday,1,2014
LORI,ALSUP,F,2014-12-24,2016-01-07,Analyst,21.0,Finance,17,13,4.0,0,42047,24,Wednesday,12,2014
BREANNA,ARMBRUSTER,F,2014-07-25,2016-01-07,Analyst,21.0,Marketing,17,13,3.0,0,46999,25,Friday,7,2014
VERNA,AMON,F,2013-03-26,2016-01-07,Analyst,23.0,Management,16,14,3.0,0,45131,26,Tuesday,3,2013
ELOISE,ANCALADE,F,2013-02-24,2016-01-07,Analyst,21.0,Finance,29,1,4.0,0,46862,24,Sunday,2,2013
TILLIE,ARELLEANO,F,2014-12-11,2016-01-07,Analyst,23.0,IT,21,9,3.0,1,49015,11,Thursday,12,2014
YONG,ARENDER,F,2013-12-12,2016-01-07,Associate,29.0,Management,28,2,4.0,2,80173,12,Thursday,12,2013
JACKIE,ACOTHLEY,M,2014-12-20,2016-01-07,Analyst,22.0,Marketing,25,5,2.0,0,43113,20,Saturday,12,2014
MARCELINO,AKAPO,M,2012-11-16,2016-01-07,Associate,31.0,Marketing,19,11,3.0,5,86669,16,Friday,11,2012
EMERY,AINLEY,M,2013-09-22,2016-01-07,Analyst,21.0,Marketing,26,4,3.0,0,40397,22,Sunday,9,2013
LOTTIE,ANDRIOPULOS,F,2014-09-18,2016-01-07,Analyst,22.0,Operations,23,7,2.0,0,44694,18,Thursday,9,2014
RICHIE,ALESI,M,2013-05-21,2016-01-07,Associate,29.0,Management,21,9,4.0,5,97946,21,Tuesday,5,2013
ROBIN,ADEE,M,2014-05-28,2016-01-07,Analyst,24.0,Web,22,8,3.0,1,41396,28,Wednesday,5,2014
ABRAHAM,ADAMYAN,M,2013-04-20,2016-01-07,Analyst,25.0,Management,17,13,5.0,1,42280,20,Saturday,4,2013
DIANNA,ANABLE,F,2014-09-06,2016-01-07,Senior Analyst,27.0,Management,22,8,2.0,4,61390,6,Saturday,9,2014
VERDA,ARIF,F,2013-09-12,2016-01-07,Analyst,24.0,Web,29,1,4.0,1,43310,12,Thursday,9,2013
NEIL,ACE,M,2014-11-01,2016-01-07,Senior Analyst,28.0,Marketing,17,13,5.0,2,60522,1,Saturday,11,2014
ANGEL,ANAKALEA,F,2014-05-18,2016-01-07,Analyst,25.0,Finance,25,5,3.0,2,45081,18,Sunday,5,2014
YOUNG,APPLIN,F,2011-11-14,2016-01-07,Manager,32.0,IT,17,13,4.0,6,144332,14,Monday,11,2011
ARIEL,ARGANDONA,F,2014-09-06,2016-01-07,Analyst,21.0,Management,24,6,5.0,0,49576,6,Saturday,9,2014
BRANDY,AMEDURI,F,2013-10-28,2016-01-07,Analyst,24.0,Finance,29,1,2.0,1,40329,28,Monday,10,2013
DANA,ACRON,M,2014-05-31,2016-01-07,Analyst,25.0,Web,18,12,5.0,2,41781,31,Saturday,5,2014
LYNN,ADAMEC,M,2014-01-15,2016-01-07,Analyst,25.0,Finance,17,13,2.0,2,49522,15,Wednesday,1,2014
LAURENCE,ADMIRE,M,2014-05-25,2016-01-07,Senior Analyst,28.0,Operations,30,0,2.0,3,65656,25,Sunday,5,2014
NATALIA,APRIL,F,2013-10-07,2016-01-07,Analyst,24.0,Finance,22,8,3.0,1,49949,7,Monday,10,2013
MARGARITA,AMESCUA,F,2014-02-05,2016-01-07,Analyst,25.0,Operations,17,13,4.0,2,40161,5,Wednesday,2,2014
LILLIE,AMASON,F,2014-02-15,2016-01-07,Analyst,24.0,IT,25,5,5.0,1,42052,15,Saturday,2,2014
PRICILLA,ARMOCIDA,F,2013-03-05,2016-01-07,Analyst,24.0,Marketing,22,8,2.0,0,45722,5,Tuesday,3,2013
CLIFTON,ACKERMANN,M,2013-06-23,2016-01-07,Associate,28.0,Marketing,16,14,2.0,3,78615,23,Sunday,6,2013
ELDRIDGE,ALLIMAN,M,2014-09-18,2016-01-07,Analyst,23.0,Marketing,23,7,3.0,1,40565,18,Thursday,9,2014
JARED,ACCARDO,M,2013-06-23,2016-01-07,Analyst,24.0,Management,22,8,3.0,0,46662,23,Sunday,6,2013
ROXANNA,ARLEN,F,2010-02-20,2016-01-07,Senior Manager,38.0,Marketing,25,5,2.0,11,190850,20,Saturday,2,2010
CARY,AGANS,M,2013-02-11,2016-01-07,Analyst,25.0,Operations,29,1,2.0,1,40752,11,Monday,2,2013
LIDIA,ANTELL,F,2014-10-01,2016-01-07,Analyst,23.0,Operations,17,13,3.0,1,41988,1,Wednesday,10,2014
ALYSSA,ANCHONDO,F,2014-06-15,2016-01-07,Analyst,25.0,Operations,17,13,4.0,2,43328,15,Sunday,6,2014
SETH,ACKMAN,M,2014-02-10,2016-01-07,Senior Analyst,27.0,IT,30,0,3.0,2,58848,10,Monday,2,2014
RAYMON,ALLBERT,M,2014-03-09,2016-01-07,Analyst,21.0,Management,28,2,4.0,0,44718,9,Sunday,3,2014
MEL,ALEGI,M,2014-09-06,2016-01-07,Analyst,25.0,Web,29,1,2.0,3,40231,6,Saturday,9,2014
JANEL,ARGUIJO,F,2014-01-14,2016-01-07,Senior Analyst,26.0,IT,21,9,5.0,0,54475,14,Tuesday,1,2014
NOBLE,ALFANDRE,M,2013-11-24,2016-01-07,Analyst,23.0,Finance,24,6,4.0,0,40085,24,Sunday,11,2013
LANE,AKARD,M,2013-02-18,2016-01-07,Analyst,21.0,IT,27,3,4.0,0,49666,18,Monday,2,2013
THURMAN,AHLQUIST,M,2014-12-24,2016-01-07,Analyst,21.0,IT,27,3,3.0,0,45277,24,Wednesday,12,2014
IVA,ANELLI,F,2014-09-08,2016-01-07,Analyst,24.0,Web,27,3,5.0,2,44002,8,Monday,9,2014
MATILDA,ANNONIO,F,2013-07-06,2016-01-07,Analyst,24.0,Marketing,25,5,4.0,0,45621,6,Saturday,7,2013
CHASITY,APPANA,F,2014-05-17,2016-01-07,Analyst,24.0,Marketing,26,4,4.0,1,40578,17,Saturday,5,2014
BROCK,AISPURO,M,2013-06-07,2016-01-07,Analyst,21.0,Finance,21,9,5.0,0,42879,7,Friday,6,2013
ARNOLD,ACCALA,M,2014-09-29,2016-01-07,Analyst,21.0,Finance,17,13,2.0,0,40095,29,Monday,9,2014
EARLENE,ANTTILA,F,2014-05-29,2016-01-07,Analyst,23.0,Management,22,8,4.0,0,49364,29,Thursday,5,2014
TYLER,ABRON,M,2013-05-19,2016-01-07,Senior Analyst,25.0,Finance,29,1,2.0,0,58428,19,Sunday,5,2013
JERI,ANNING,F,2014-02-10,2016-01-07,Analyst,24.0,Management,21,9,4.0,1,40043,10,Monday,2,2014
CHRISTIE,ANASTACIO,F,2014-03-04,2016-01-07,Analyst,22.0,Finance,22,8,3.0,0,41193,4,Tuesday,3,2014
DIANE,ALQUISIRA,F,2013-09-22,2016-01-07,Analyst,24.0,Web,24,6,3.0,1,49045,22,Sunday,9,2013
CHANTEL,ARGRO,F,2013-01-20,2016-01-07,Analyst,24.0,Marketing,18,12,5.0,0,47291,20,Sunday,1,2013
VAL,ALLAWAY,M,2013-11-13,2016-01-07,Analyst,25.0,Marketing,26,4,2.0,2,45296,13,Wednesday,11,2013
GILLIAN,ARMSON,F,2014-11-08,2016-01-07,Analyst,21.0,Operations,15,15,4.0,0,44281,8,Saturday,11,2014
AIDA,ANDY,F,2013-07-07,2016-01-07,Senior Analyst,25.0,IT,23,7,5.0,0,50605,7,Sunday,7,2013
DION,AINSWORTH,M,2013-07-24,2016-01-07,Analyst,22.0,Management,23,7,3.0,0,48858,24,Wednesday,7,2013
DORTHY,ANDREULA,F,2014-04-20,2016-01-07,Senior Analyst,26.0,Management,23,7,3.0,0,57783,20,Sunday,4,2014
EDISON,ALLAMAN,M,2012-01-02,2016-01-07,Senior Analyst,28.0,Web,21,9,5.0,3,61413,2,Monday,1,2012
BRADLY,ALEXIDOR,M,2013-11-27,2016-01-07,Analyst,25.0,Marketing,25,5,5.0,2,43074,27,Wednesday,11,2013
DANIEL,AANDERUD,M,2013-06-26,2016-01-07,Analyst,24.0,Web,30,0,5.0,0,46659,26,Wednesday,6,2013
ESTELLE,ANA,F,2013-01-22,2016-01-07,Analyst,25.0,Finance,20,10,5.0,1,43893,22,Tuesday,1,2013
LANCE,ACETO,M,2013-08-27,2016-01-07,Analyst,23.0,Management,24,6,4.0,0,40526,27,Tuesday,8,2013
LOUISA,ANTRONICA,F,2014-10-17,2016-01-07,Analyst,25.0,IT,16,14,3.0,3,48903,17,Friday,10,2014
LINDSEY,ALBEE,M,2012-09-14,2016-01-07,Manager,32.0,Finance,18,12,3.0,4,130328,14,Friday,9,2012
QUEEN,AQUILERA,F,2013-09-07,2016-01-07,Analyst,22.0,Finance,28,2,5.0,0,43886,7,Saturday,9,2013
NANCY,ALMQUIST,F,2014-06-30,2016-01-07,Analyst,22.0,Finance,20,10,4.0,0,49868,30,Monday,6,2014
ANNETTA,ARM,F,2014-07-19,2016-01-07,Analyst,23.0,Management,17,13,3.0,1,43964,19,Saturday,7,2014
LUISA,ANNICHIARICO,F,2014-12-25,2016-01-07,Analyst,22.0,IT,17,13,3.0,0,45721,25,Thursday,12,2014
NORBERTO,ALCORTA,M,2013-05-31,2016-01-07,Analyst,25.0,Marketing,28,2,3.0,1,44738,31,Friday,5,2013
ANNEMARIE,ARMILLEI,F,2013-04-16,2016-01-07,Analyst,21.0,Marketing,17,13,3.0,0,41365,16,Tuesday,4,2013
GRANT,ADAMSKI,M,2013-03-27,2016-01-07,Analyst,22.0,IT,20,10,5.0,0,41159,27,Wednesday,3,2013
MARIA,ALMODOVAR,F,2013-11-05,2016-01-07,Analyst,21.0,Web,20,10,3.0,0,43328,5,Tuesday,11,2013
MELISSA,ALOSA,F,2013-02-28,2016-01-07,Analyst,25.0,Marketing,22,8,4.0,1,40219,28,Thursday,2,2013
ROBERT,AADLAND,M,2013-08-23,2016-01-07,Analyst,23.0,Management,28,2,4.0,0,41718,23,Friday,8,2013
ALLENE,ARDERY,F,2013-07-28,2016-01-07,Analyst,23.0,Web,20,10,4.0,0,41304,28,Sunday,7,2013
FIDEL,AHLE,M,2014-07-04,2016-01-07,Analyst,23.0,IT,30,0,5.0,0,42012,4,Friday,7,2014
AILEEN,ANNALA,F,2013-07-23,2016-01-07,Analyst,25.0,IT,23,7,2.0,2,41619,23,Tuesday,7,2013
GUADALUPE,ADHAMI,M,2013-10-26,2016-01-07,Analyst,22.0,IT,30,0,3.0,0,48976,26,Saturday,10,2013
SADIE,AMSPOKER,F,2013-08-22,2016-01-07,Analyst,21.0,Operations,23,7,2.0,0,46224,22,Thursday,8,2013
NILDA,AREY,F,2013-08-10,2016-01-07,Analyst,23.0,IT,22,8,5.0,0,41144,10,Saturday,8,2013
GERARD,ADAIR,M,2014-01-04,2016-01-07,Analyst,21.0,Web,21,9,2.0,0,44850,4,Saturday,1,2014
VESTA,ARIZMENDI,F,2013-11-09,2016-01-07,Analyst,23.0,IT,15,15,4.0,0,48279,9,Saturday,11,2013
CORINA,APSEY,F,2014-04-10,2016-01-07,Analyst,21.0,Management,30,0,4.0,0,47061,10,Thursday,4,2014
NELSON,ACEY,M,2013-08-29,2016-01-07,Analyst,21.0,Management,16,14,3.0,0,47422,29,Thursday,8,2013
DONOVAN,AIKEY,M,2014-11-07,2016-01-07,Analyst,21.0,Web,15,15,4.0,0,44602,7,Friday,11,2014
MELODY,AMO,F,2015-01-24,2016-01-07,Analyst,25.0,Finance,16,14,3.0,3,40288,24,Saturday,1,2015
DAREN,ALACANO,M,2014-03-20,2016-01-07,Senior Analyst,28.0,Finance,26,4,5.0,4,63156,20,Thursday,3,2014
KRAIG,ALLTON,M,2014-09-22,2016-01-07,Analyst,22.0,IT,20,10,4.0,0,49896,22,Monday,9,2014
KARYN,AQUIL,F,2014-07-16,2016-01-07,Analyst,22.0,IT,19,11,4.0,0,46427,16,Wednesday,7,2014
HOPE,ANANIA,F,2015-01-09,2016-01-07,Analyst,24.0,Finance,29,1,5.0,2,44795,9,Friday,1,2015
KISHA,ARLIA,F,2014-03-02,2016-01-07,Analyst,24.0,IT,19,11,2.0,1,49183,2,Sunday,3,2014
CHI,ALEXANDRIA,M,2013-09-07,2016-01-07,Analyst,25.0,IT,22,8,4.0,2,48042,7,Saturday,9,2013
NORMAN,ABELMAN,M,2014-04-05,2016-01-07,Analyst,24.0,Marketing,21,9,2.0,1,46126,5,Saturday,4,2014
ANGELINE,ANGTON,F,2014-05-23,2016-01-07,Analyst,25.0,Finance,23,7,5.0,2,40946,23,Friday,5,2014
ROBIN,ALTHOFF,F,2013-02-13,2016-01-07,Analyst,22.0,Finance,24,6,4.0,0,48808,13,Wednesday,2,2013
JOHNSON,ALLERUZZO,M,2014-08-13,2016-01-07,Analyst,25.0,Marketing,18,12,2.0,3,46956,13,Wednesday,8,2014
GUADALUPE,AMES,F,2013-04-08,2016-01-07,Analyst,24.0,Operations,16,14,4.0,0,43201,8,Monday,4,2013
IVAN,ACK,M,2012-09-14,2016-01-07,Senior Analyst,25.0,Finance,20,10,3.0,0,61368,14,Friday,9,2012
VON,ALLMAN,M,2013-08-26,2016-01-07,Analyst,24.0,Management,20,10,2.0,1,47890,26,Monday,8,2013
ODESSA,ANTKOWIAK,F,2014-10-24,2016-01-07,Associate,28.0,Management,20,10,4.0,4,71816,24,Friday,10,2014
LEN,ALLEE,M,2013-09-09,2016-01-07,Analyst,25.0,IT,15,15,3.0,2,44182,9,Monday,9,2013
TAMMY,ALSTON,F,2014-02-07,2016-01-07,Analyst,25.0,Marketing,25,5,4.0,2,49466,7,Friday,2,2014
JIMMY,ABEDELAH,M,2014-11-27,2016-01-07,Analyst,24.0,IT,18,12,4.0,2,40927,27,Thursday,11,2014
BENEDICT,ALLER,M,2014-10-03,2016-01-07,Manager,32.0,Web,30,0,2.0,9,110064,3,Friday,10,2014
BARBRA,ANSARA,F,2014-02-18,2016-01-07,Analyst,24.0,Web,20,10,2.0,1,41904,18,Tuesday,2,2014
OTTO,AGENA,M,2011-01-26,2016-01-07,Associate,28.0,Marketing,20,10,3.0,1,99505,26,Wednesday,1,2011
DALLAS,ADLEY,M,2013-09-10,2016-01-07,Analyst,21.0,IT,23,7,3.0,0,49980,10,Tuesday,9,2013
ESSIE,ANDERON,F,2014-06-25,2016-01-07,Analyst,21.0,Marketing,17,13,4.0,0,42277,25,Wednesday,6,2014
SAM,ABREW,M,2013-03-13,2016-01-07,Analyst,22.0,Operations,28,2,5.0,0,47500,13,Wednesday,3,2013
DONNA,ALNOOR,F,2014-08-21,2016-01-07,Analyst,22.0,Finance,18,12,2.0,0,49785,21,Thursday,8,2014
DONTE,ALGUIRE,M,2014-08-13,2016-01-07,Analyst,22.0,Web,22,8,4.0,0,45319,13,Wednesday,8,2014
